filename,filepath,report_type,period,company,patient,generation_date,file_name_suggestion,directory_suggestion,analysis_timestamp
IMG_1622.jpg,/Users/dev/_sell/mcp-ecosystem/ocr/images/IMG_1622.jpg,,,,,,,,2026-07-31T12:52:36.298064
IMG_1623.jpg,/Users/dev/_sell/mcp-ecosystem/ocr/images/IMG_1623.jpg,,,,,,,,2026-07-31T12:53:09.267230
