filename,filepath,report_type,period,company,patient,generation_date,file_name_suggestion,directory_suggestion,analysis_timestamp
IMG_1622.jpg,/Users/dev/_sell/mcp-ecosystem/ocr/images/IMG_1622.jpg,,,,,,,,2026-07-31T12:59:38.512213
IMG_1623.jpg,/Users/dev/_sell/mcp-ecosystem/ocr/images/IMG_1623.jpg,,,,,,,,2026-07-31T13:00:00.912284
IMG_1624.jpg,/Users/dev/_sell/mcp-ecosystem/ocr/images/IMG_1624.jpg,,,,,,,,2026-07-31T13:00:22.000469
IMG_1625.jpg,/Users/dev/_sell/mcp-ecosystem/ocr/images/IMG_1625.jpg,,,,,,,,2026-07-31T13:00:43.615505
