filename,filepath,report_type,period,company,patient,generation_date,file_name_suggestion,directory_suggestion,analysis_timestamp
IMG_1622.jpg,/Users/dev/_sell/mcp-ecosystem/ocr/images/IMG_1622.jpg,,,,,,,,2026-07-31T12:32:26.768379
IMG_1623.jpg,/Users/dev/_sell/mcp-ecosystem/ocr/images/IMG_1623.jpg,,,,,,,,2026-07-31T12:32:56.631119
IMG_1624.jpg,/Users/dev/_sell/mcp-ecosystem/ocr/images/IMG_1624.jpg,,,,,,,,2026-07-31T12:33:26.203815
IMG_1625.jpg,/Users/dev/_sell/mcp-ecosystem/ocr/images/IMG_1625.jpg,,,,,,,,2026-07-31T12:33:56.565550
IMG_1626.jpg,/Users/dev/_sell/mcp-ecosystem/ocr/images/IMG_1626.jpg,,,,,,,,2026-07-31T12:34:27.774156
